"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.207576542E0,-2.369287689E0,3.085609029E0,-2.691621299E0,4.730679915E0
2.217507542E0,-2.295778248E0,2.178286051E0,-1.779392508E0,3.630670129E0
2.227437542E0,-3.040863796E0,1.526357612E0,-7.052794576E-1,3.474771834E0
2.237368542E0,-5.314192829E0,1.810644121E0,-3.640892787E0,6.691425696E0
2.247299542E0,-8.222552286E0,-9.760844797E-1,-4.007347732E0,9.199018581E0
2.257229333E0,-7.306858435E0,-3.335738004E0,-1.345771766E-1,8.033395249E0
2.267160333E0,-7.808430254E0,-3.011576262E-1,-7.364831239E-1,7.848865290E0
2.277091333E0,-8.003576984E0,2.694668868E-1,1.337868084E0,8.119097730E0
2.287021333E0,-7.112755433E0,1.084110035E0,2.788051826E0,7.716204858E0
2.296952333E0,-6.644646059E0,2.759113371E0,2.375595081E0,7.576772389E0
2.306883333E0,-5.783641800E0,3.244981031E0,2.486979277E0,7.082759370E0
2.316813333E0,-4.863146800E0,3.575248436E0,2.200722402E0,6.424622733E0
2.326744333E0,-3.970514951E0,3.201172522E0,1.412586145E0,5.292248493E0
2.336675333E0,-2.420736755E0,2.379406296E0,2.745606887E-1,3.405425719E0
2.346606333E0,-8.780693579E-1,1.781347524E0,-5.965750408E-1,2.073669834E0
2.356536333E0,-2.400556844E-1,1.233777121E0,-5.462843084E-1,1.370495991E0
2.366467333E0,-2.814183033E-1,1.240929143E0,4.939026117E-1,1.364932668E0
2.376398333E0,-3.544938809E-1,5.284046924E-1,1.193318481E0,1.352363275E0
2.386328333E0,5.470245659E-2,-6.527293611E-1,5.696731710E-1,8.680872648E-1
2.396259333E0,9.742198026E-1,9.514150769E-2,-3.724155968E-1,1.047305833E0
2.406190333E0,1.865513808E0,6.646717143E-1,-8.680647719E-1,2.162282753E0
2.416120333E0,2.715721768E0,7.273839793E-1,-1.230904384E0,3.069097225E0
2.426051333E0,2.987178755E0,1.147092149E0,-9.851424015E-1,3.348068527E0
2.435982333E0,2.367745779E0,1.404242168E0,3.353553593E-2,2.753042094E0
2.445912333E0,1.818444892E0,1.088140813E0,1.724829215E-1,2.126156770E0
2.455843333E0,1.136022200E0,1.575713521E-1,5.561988473E-2,1.148245941E0
2.465774333E0,1.424527913E-1,-4.000340429E-1,8.215337992E-1,9.247906879E-1
2.475704333E0,2.815884572E-1,-3.223599225E-1,1.583970374E0,1.640783388E0
2.485635333E0,6.188096631E-1,2.078036124E-1,7.041193700E-1,9.601519815E-1
2.495566333E0,2.499573594E-1,-4.309827706E-1,-2.210096074E0,2.265557213E0
2.505496333E0,-7.738459548E-1,-1.849240130E0,-7.096138816E0,7.373853315E0
2.515427333E0,-1.023745427E0,-3.150790573E0,-8.447682368E0,9.074076996E0
2.525358333E0,-7.145016861E-1,-2.910708576E0,-4.886905791E0,5.732764192E0
2.535289333E0,2.427652842E-1,-1.599488300E0,-1.229589930E0,2.032040649E0
2.545219333E0,1.414109929E0,-1.329928735E-1,-1.502381251E0,2.067496897E0
2.555150333E0,2.346268663E0,2.606443155E-1,-3.970379296E0,4.619179998E0
2.565081333E0,3.427621736E0,9.942310211E-1,-4.837334266E0,6.011396584E0
2.575011333E0,3.848531800E0,1.638199207E0,-5.680936042E0,7.054638756E0
2.584942333E0,3.491360479E0,7.360396126E-1,-3.821785759E0,5.228517829E0
2.594873333E0,2.239181879E0,-1.669114898E0,-1.465785282E0,3.154109465E0
2.604803333E0,-3.743472245E-1,-3.773709952E0,3.044047605E0,4.862843660E0
2.614734333E0,-1.542534812E0,-2.588162420E0,2.026382405E0,3.631008676E0
2.624665333E0,5.079344675E-1,-1.947241511E0,-3.967367980E0,4.448567816E0
2.634595333E0,2.740108166E0,-4.617714893E0,-2.859584908E0,6.083478400E0
2.644526333E0,2.809126360E0,-5.550020392E0,1.682387785E0,6.443938696E0
2.654457333E0,7.717503127E-1,-3.525039564E0,2.940282916E0,4.654757362E0
2.664387333E0,-1.382228717E0,-2.623450366E0,1.321736786E0,3.246542188E0
2.674318333E0,-1.863548120E0,-9.115443751E-1,4.206486940E-3,2.074546321E0
2.684249333E0,-1.762785392E0,2.342355706E0,1.596436054E-1,2.935903383E0
2.694179333E0,-2.477629579E0,5.761777892E0,-3.558562821E-1,6.281987464E0
2.704110333E0,-8.014489058E-1,3.603120651E0,-2.200993713E0,4.297577469E0
2.714041333E0,5.989949110E-1,-1.497432168E0,1.192106938E0,2.005546547E0
2.723971333E0,2.143641883E-1,-1.866820661E0,5.312703543E0,5.635227620E0
2.733902333E0,-8.941532940E-2,-1.800234908E-1,3.734507879E0,3.739913456E0
2.743833333E0,6.774847180E-1,8.879318565E-1,8.420066553E-1,1.398707880E0
2.753764333E0,1.406255657E0,8.521778870E-1,2.582434487E-1,1.664467423E0
2.763694333E0,2.591995562E0,-1.413532809E0,1.511119330E0,3.316624432E0
2.773625333E0,3.655112046E0,-3.919847658E0,4.677138099E0,7.113414829E0
2.783556333E0,4.344636181E-1,2.347758241E0,1.561946837E0,2.853139554E0
2.793486333E0,-3.153602207E-1,4.346183939E0,-6.324705130E-1,4.403269904E0
2.803417333E0,7.897310856E-1,1.581485308E0,-7.609315020E-1,1.924522724E0
2.813348333E0,1.550886828E0,2.646648610E-1,-1.438610932E0,2.131876839E0
2.823278333E0,2.994522858E0,-8.761134642E-1,-2.005636484E0,3.709086094E0
2.833209333E0,3.157425409E0,-1.977061141E0,-9.932624298E-1,3.855473541E0
2.843140333E0,8.112143406E-1,-1.520999955E0,-4.163615155E-1,1.773377140E0
2.853070333E0,-1.809376152E0,-3.857051486E-1,-6.291329223E-1,1.954077469E0
2.863001333E0,-2.171628119E0,-3.346542782E-1,-9.841694248E-1,2.407602880E0
2.872932333E0,-3.348486981E-1,-1.126141575E0,-1.684898579E0,2.054069551E0
2.882862333E0,1.029046805E0,-1.723861501E0,-1.589993007E0,2.560998548E0
2.892793333E0,1.501062119E-1,-2.292858149E0,-5.927497923E-1,2.372990241E0
2.902724333E0,-1.543128158E0,-2.420031581E0,1.213661529E0,3.116211108E0
2.912655333E0,-6.527238062E-1,-2.080331156E-1,4.646226794E-1,8.277683121E-1
2.922585333E0,1.273743132E0,1.494633982E0,-9.520091540E-1,2.182355090E0
2.932516333E0,1.619081735E0,1.616926744E0,-5.150660241E-1,2.345457475E0
2.942447333E0,1.917798149E0,1.855022734E0,-2.547820725E0,3.689234274E0
2.952377333E0,2.337781722E0,2.137846415E0,-4.550499102E0,5.544605735E0
2.962308333E0,2.205850995E0,1.406948259E0,-4.335525634E0,5.063799418E0
2.972239333E0,4.944873333E-1,-2.788648242E-1,-6.492333108E-1,8.624309855E-1
2.982169333E0,-4.891023985E0,-3.147408836E0,1.050730502E1,1.200965265E1
2.992100333E0,-6.311715540E0,-1.854168163E0,4.576322161E0,8.013639445E0
3.002031333E0,-6.373137032E0,-5.017038207E-1,3.459025669E-1,6.402205163E0
3.011961333E0,-1.070612907E0,4.742557040E0,-3.351741541E0,5.905271428E0
3.021892333E0,2.910115376E0,3.847224070E0,-3.439084910E0,5.924289794E0
3.031823333E0,4.427408196E0,9.210468315E-1,-1.048039146E0,4.642053065E0
3.041753333E0,2.312038770E0,-3.189533347E0,3.302263572E0,5.140388209E0
3.051684333E0,-2.512466120E0,-3.925555710E0,6.049551533E0,7.636723603E0
3.061615333E0,-1.388682727E0,1.132732410E0,-9.620306969E-2,1.794652462E0
3.071545333E0,1.658972025E-1,9.457700287E-1,-7.347675508E-1,1.209084853E0
3.081476333E0,1.791457068E0,9.606034646E-1,-1.188360627E0,2.354629147E0
3.091407333E0,2.311853998E0,2.436574231E-1,5.630108535E-2,2.325340332E0
3.101338333E0,1.254529474E0,-1.197777276E-1,1.330042756E0,1.832267621E0
