"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.913795333E0,-2.420541166E0,4.619031394E-1,1.849317605E0,3.080965701E0
2.923835333E0,-2.624727691E0,3.628261632E-1,1.720619804E0,3.159330750E0
2.933876333E0,-2.929295413E0,1.992871428E-1,1.522551221E0,3.307362877E0
2.943921125E0,-3.292214839E0,1.369300961E-1,1.353136919E0,3.562079157E0
2.953961125E0,-3.889055928E0,-1.305501992E-1,1.223494792E0,4.079061028E0
2.964002125E0,-4.144624276E0,-6.793143117E-1,9.438540423E-1,4.304676385E0
2.974043125E0,-4.526350102E0,-1.403488462E0,5.477800262E-1,4.770501867E0
2.984083125E0,-4.119552292E0,-1.732158115E0,-1.947543812E-1,4.473143424E0
2.994124125E0,-2.806255378E0,-1.555155880E0,2.034595331E-2,3.208425317E0
3.004165125E0,-2.419158884E0,-2.035729764E0,1.536506771E0,3.515306307E0
3.014205125E0,-2.492755156E0,-2.760715508E0,2.643829082E0,4.563464758E0
3.024246125E0,-2.196681392E0,-2.882255148E0,3.574066129E0,5.089867637E0
3.034287125E0,-1.887370408E0,-2.361068843E0,4.849025774E0,5.714005959E0
3.044328125E0,-1.753845145E0,-1.306246342E0,6.123753870E0,6.502508266E0
3.054368125E0,-1.530892274E0,3.905536598E-1,7.079587687E0,7.253738701E0
3.064409125E0,-1.173821233E0,2.246375123E0,7.051836802E0,7.493494496E0
3.074450125E0,-9.969414979E-1,3.763392540E0,6.302332513E0,7.407861423E0
3.084490125E0,-9.210435424E-1,4.920767602E0,5.677482677E0,7.569417715E0
3.094531125E0,-8.830353981E-1,5.408761017E0,5.167765685E0,7.532612391E0
3.104572125E0,-4.825742161E-1,4.677308253E0,4.904803534E0,6.794644072E0
3.114612125E0,1.141253338E-1,3.275679206E0,4.893332466E0,5.889635088E0
3.124653125E0,5.572107445E-1,2.253756064E0,4.413195369E0,4.986601405E0
3.134694125E0,8.267784593E-1,1.319542910E0,4.013243480E0,4.304750787E0
3.144734125E0,8.063611516E-1,4.358380061E-1,3.592854402E0,3.707934173E0
3.154775125E0,7.494680357E-1,-4.753786325E-2,3.165605371E0,3.253462701E0
3.164816125E0,8.151433772E-1,1.873284173E-1,2.956255170E0,3.072294793E0
3.174856125E0,9.076515913E-1,8.158514750E-1,2.790676056E0,3.045868988E0
3.184897125E0,8.250850325E-1,1.584313606E0,2.380090420E0,2.975843632E0
